                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                 1.3588,                0.96435,                 1.1431,                0.59551,                 0.4054,                0.45047,                0.26553,                   1.28,                0.95383,                 1.1214,              0.0025255,              0.0025255,              0.0025255
                    153,                 1.3612,                0.96428,                 1.1443,                0.59213,                0.40516,                0.45036,                0.26584,                 1.2799,                0.95403,                 1.1215,               0.002476,               0.002476,               0.002476
                    154,                 1.3609,                0.96493,                 1.1449,                0.59553,                0.40362,                0.45052,                0.26593,                 1.2798,                0.95375,                 1.1213,              0.0024265,              0.0024265,              0.0024265
                    155,                 1.3568,                0.96356,                 1.1452,                0.59438,                0.40338,                0.45049,                0.26617,                 1.2796,                 0.9537,                 1.1211,               0.002377,               0.002377,               0.002377
                    156,                 1.3557,                0.96132,                 1.1428,                0.59887,                0.40187,                0.45083,                 0.2659,                 1.2797,                0.95411,                 1.1211,              0.0023275,              0.0023275,              0.0023275
                    157,                 1.3584,                 0.9628,                 1.1433,                0.59881,                0.40143,                  0.451,                0.26577,                 1.2795,                0.95402,                 1.1209,               0.002278,               0.002278,               0.002278
                    158,                 1.3531,                0.95608,                 1.1427,                0.59632,                0.40273,                0.45093,                0.26561,                 1.2794,                0.95411,                 1.1209,              0.0022285,              0.0022285,              0.0022285
                    159,                 1.3523,                0.95505,                 1.1422,                0.59758,                0.40223,                0.45062,                0.26551,                 1.2792,                0.95456,                 1.1207,               0.002179,               0.002179,               0.002179
                    160,                 1.3525,                0.95413,                 1.1401,                0.59655,                0.40296,                0.45096,                0.26569,                 1.2791,                0.95441,                 1.1207,              0.0021295,              0.0021295,              0.0021295
                    161,                 1.3512,                0.95596,                 1.1394,                0.59891,                0.40278,                 0.4511,                0.26594,                 1.2794,                0.95487,                 1.1207,                0.00208,                0.00208,                0.00208
                    162,                 1.3499,                0.95337,                 1.1414,                0.59935,                0.40263,                0.45141,                0.26622,                 1.2792,                0.95474,                 1.1206,              0.0020305,              0.0020305,              0.0020305
                    163,                 1.3497,                0.95242,                 1.1382,                0.59044,                0.40593,                0.45092,                0.26601,                  1.279,                0.95496,                 1.1205,               0.001981,               0.001981,               0.001981
                    164,                  1.343,                0.94635,                 1.1375,                0.59183,                0.40553,                0.45125,                0.26626,                 1.2787,                0.95555,                 1.1204,              0.0019315,              0.0019315,              0.0019315
                    165,                 1.3462,                0.94761,                 1.1376,                0.58669,                0.40716,                0.45038,                 0.2659,                 1.2789,                0.95543,                 1.1203,               0.001882,               0.001882,               0.001882
                    166,                 1.3428,                0.94695,                 1.1369,                 0.5825,                0.40863,                0.45068,                0.26607,                  1.279,                0.95571,                 1.1202,              0.0018325,              0.0018325,              0.0018325
                    167,                 1.3427,                0.94449,                 1.1356,                0.58038,                0.40836,                0.45013,                0.26568,                 1.2788,                0.95643,                   1.12,               0.001783,               0.001783,               0.001783
                    168,                 1.3465,                0.94645,                 1.1382,                 0.5801,                0.40766,                0.44977,                0.26551,                 1.2786,                0.95681,                   1.12,              0.0017335,              0.0017335,              0.0017335
                    169,                 1.3462,                0.94346,                 1.1379,                0.57241,                0.41065,                0.44894,                0.26573,                 1.2787,                0.95703,                 1.1199,               0.001684,               0.001684,               0.001684
                    170,                 1.3422,                0.94506,                 1.1375,                0.57055,                 0.4115,                 0.4492,                 0.2661,                 1.2784,                0.95713,                 1.1198,              0.0016345,              0.0016345,              0.0016345
                    171,                 1.3401,                0.94239,                 1.1328,                0.56914,                0.41117,                0.44873,                0.26561,                 1.2784,                0.95752,                 1.1198,               0.001585,               0.001585,               0.001585
                    172,                 1.3359,                0.93819,                  1.132,                 0.5655,                 0.4115,                0.44849,                0.26562,                 1.2785,                0.95812,                 1.1197,              0.0015355,              0.0015355,              0.0015355
                    173,                 1.3396,                0.94034,                 1.1331,                 0.5655,                0.41234,                0.44802,                 0.2651,                 1.2786,                0.95826,                 1.1196,               0.001486,               0.001486,               0.001486
                    174,                 1.3359,                0.93775,                  1.132,                0.56793,                0.41403,                0.44895,                0.26654,                 1.2786,                0.95918,                 1.1196,              0.0014365,              0.0014365,              0.0014365
                    175,                 1.3358,                0.93284,                 1.1312,                0.56648,                0.41782,                 0.4486,                0.26674,                 1.2788,                 0.9596,                 1.1196,               0.001387,               0.001387,               0.001387
                    176,                 1.3378,                0.93565,                  1.133,                0.55915,                0.42054,                0.44862,                0.26675,                 1.2787,                 0.9605,                 1.1194,              0.0013375,              0.0013375,              0.0013375
                    177,                 1.3331,                0.93396,                 1.1329,                0.55671,                0.42038,                0.44815,                0.26653,                 1.2789,                 0.9609,                 1.1193,               0.001288,               0.001288,               0.001288
                    178,                  1.335,                0.93441,                 1.1328,                0.55375,                0.42031,                0.44791,                0.26651,                 1.2789,                0.96175,                 1.1192,              0.0012385,              0.0012385,              0.0012385
                    179,                 1.3313,                0.93153,                 1.1304,                0.55278,                0.42107,                0.44766,                0.26647,                 1.2787,                0.96294,                  1.119,               0.001189,               0.001189,               0.001189
                    180,                 1.3342,                0.93205,                 1.1309,                0.55113,                0.41846,                0.44719,                0.26621,                 1.2791,                0.96386,                  1.119,              0.0011395,              0.0011395,              0.0011395
                    181,                  1.332,                0.92828,                 1.1299,                0.55397,                0.42017,                0.44711,                0.26632,                 1.2787,                0.96512,                 1.1187,                0.00109,                0.00109,                0.00109
                    182,                 1.3304,                0.92768,                 1.1291,                 0.5761,                0.41355,                0.44653,                0.26662,                 1.2786,                0.96563,                 1.1186,              0.0010405,              0.0010405,              0.0010405
                    183,                 1.3281,                0.92402,                 1.1288,                0.56332,                0.41618,                0.44648,                0.26606,                 1.2788,                0.96618,                 1.1185,               0.000991,               0.000991,               0.000991
                    184,                 1.3254,                0.92496,                 1.1287,                 0.5733,                0.41275,                0.44615,                0.26541,                 1.2793,                0.96727,                 1.1187,              0.0009415,              0.0009415,              0.0009415
                    185,                 1.3272,                0.92449,                 1.1269,                0.57065,                0.41218,                0.44639,                0.26619,                 1.2792,                0.96796,                 1.1187,               0.000892,               0.000892,               0.000892
                    186,                 1.3264,                0.92225,                 1.1275,                0.57031,                0.40994,                0.44579,                0.26585,                 1.2795,                0.96881,                 1.1188,              0.0008425,              0.0008425,              0.0008425
                    187,                 1.3236,                0.91857,                 1.1257,                0.57066,                 0.4093,                0.44526,                 0.2656,                 1.2791,                0.96956,                 1.1187,               0.000793,               0.000793,               0.000793
                    188,                 1.3267,                0.92313,                 1.1265,                0.55959,                 0.4115,                0.44497,                0.26583,                 1.2789,                0.96978,                 1.1187,              0.0007435,              0.0007435,              0.0007435
                    189,                 1.3199,                 0.9186,                 1.1252,                0.55588,                0.41023,                0.44503,                0.26557,                 1.2786,                0.96971,                 1.1186,               0.000694,               0.000694,               0.000694
                    190,                 1.3196,                0.91617,                 1.1248,                0.55711,                0.41038,                0.44461,                0.26523,                 1.2786,                0.97036,                 1.1186,              0.0006445,              0.0006445,              0.0006445
                    191,                 1.3233,                 0.9188,                 1.1252,                0.55451,                0.40887,                0.44431,                0.26503,                 1.2785,                0.97025,                 1.1185,               0.000595,               0.000595,               0.000595
                    192,                 1.3205,                0.91636,                 1.1242,                0.55088,                0.40948,                0.44342,                0.26471,                 1.2785,                0.97075,                 1.1184,              0.0005455,              0.0005455,              0.0005455
                    193,                 1.3195,                0.91385,                  1.124,                0.54888,                0.40927,                 0.4433,                0.26443,                 1.2785,                0.97134,                 1.1183,               0.000496,               0.000496,               0.000496
                    194,                 1.3175,                0.91327,                 1.1223,                0.54675,                0.40939,                0.44309,                0.26406,                 1.2787,                0.97121,                 1.1183,              0.0004465,              0.0004465,              0.0004465
                    195,                 1.3142,                0.91004,                 1.1218,                0.54659,                0.40942,                0.44276,                0.26445,                 1.2787,                0.97158,                 1.1182,               0.000397,               0.000397,               0.000397
                    196,                  1.316,                0.90961,                 1.1216,                0.55187,                0.40785,                0.44245,                0.26441,                 1.2787,                0.97174,                 1.1183,              0.0003475,              0.0003475,              0.0003475
                    197,                 1.3189,                0.91025,                 1.1228,                0.55561,                0.40708,                0.44277,                0.26431,                 1.2783,                0.97162,                  1.118,               0.000298,               0.000298,               0.000298
                    198,                 1.3112,                0.90924,                  1.121,                0.55996,                0.40576,                0.44274,                0.26414,                 1.2786,                0.97128,                  1.118,              0.0002485,              0.0002485,              0.0002485
                    199,                 1.3137,                0.90778,                 1.1212,                0.56823,                0.39624,                0.44258,                0.26403,                  1.279,                0.97201,                 1.1181,               0.000199,               0.000199,               0.000199
                    200,                 1.3146,                0.91098,                 1.1216,                0.57373,                0.39453,                0.44263,                0.26417,                 1.2792,                0.97174,                  1.118,              0.0001495,              0.0001495,              0.0001495
