                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.57581,                0.35613,                 0.8405,                0.51372,                0.42497,                0.42759,                0.24423,                 1.2207,                0.76373,                 1.0261,               0.002377,               0.002377,               0.002377
                    156,                0.57796,                0.35597,                0.84015,                0.51249,                0.42303,                0.42765,                 0.2444,                 1.2207,                0.76387,                 1.0261,              0.0023275,              0.0023275,              0.0023275
                    157,                0.57384,                0.35536,                0.84035,                0.50785,                0.42433,                0.42706,                0.24403,                 1.2207,                0.76378,                  1.026,               0.002278,               0.002278,               0.002278
                    158,                0.57291,                0.35331,                0.83966,                0.51136,                0.42727,                0.42744,                0.24421,                 1.2208,                0.76406,                  1.026,              0.0022285,              0.0022285,              0.0022285
                    159,                0.56685,                0.35043,                0.83898,                0.51225,                0.42803,                0.42759,                 0.2441,                 1.2207,                0.76442,                  1.026,               0.002179,               0.002179,               0.002179
                    160,                0.56503,                0.34885,                0.83769,                0.51216,                0.42804,                0.42799,                0.24422,                 1.2208,                0.76443,                  1.026,              0.0021295,              0.0021295,              0.0021295
                    161,                0.56403,                0.34921,                0.83848,                0.51288,                 0.4279,                0.42788,                0.24361,                 1.2209,                  0.765,                  1.026,                0.00208,                0.00208,                0.00208
                    162,                0.56037,                0.34814,                0.83782,                0.51058,                0.43072,                0.42885,                0.24352,                 1.2208,                0.76526,                  1.026,              0.0020305,              0.0020305,              0.0020305
                    163,                0.56191,                0.34731,                0.83842,                0.50892,                0.43218,                0.42787,                0.24312,                 1.2211,                0.76555,                  1.026,               0.001981,               0.001981,               0.001981
                    164,                 0.5619,                 0.3477,                0.83884,                0.51123,                0.42963,                 0.4279,                0.24316,                  1.221,                0.76592,                 1.0261,              0.0019315,              0.0019315,              0.0019315
                    165,                0.55745,                0.34496,                0.83707,                0.50859,                0.43256,                0.42664,                0.24279,                 1.2211,                0.76619,                 1.0261,               0.001882,               0.001882,               0.001882
                    166,                0.55379,                 0.3433,                0.83614,                0.51253,                0.43317,                0.42704,                0.24287,                 1.2213,                0.76646,                 1.0261,              0.0018325,              0.0018325,              0.0018325
                    167,                0.55411,                0.34277,                0.83595,                0.51164,                0.43246,                0.42685,                0.24267,                 1.2214,                0.76696,                 1.0261,               0.001783,               0.001783,               0.001783
                    168,                0.55242,                0.34174,                0.83605,                0.51018,                0.43064,                 0.4266,                0.24261,                 1.2216,                0.76695,                 1.0262,              0.0017335,              0.0017335,              0.0017335
                    169,                0.55431,                0.34328,                0.83615,                0.51227,                 0.4337,                0.42649,                0.24254,                 1.2216,                0.76748,                 1.0262,               0.001684,               0.001684,               0.001684
                    170,                 0.5497,                0.34064,                0.83594,                0.51559,                0.43297,                0.42681,                0.24222,                  1.222,                0.76792,                 1.0262,              0.0016345,              0.0016345,              0.0016345
                    171,                0.54856,                0.34007,                0.83487,                0.51277,                0.43075,                0.42714,                 0.2421,                 1.2219,                0.76795,                 1.0262,               0.001585,               0.001585,               0.001585
                    172,                0.54441,                0.33822,                 0.8343,                0.51474,                0.43153,                0.42792,                 0.2424,                 1.2222,                0.76809,                 1.0262,              0.0015355,              0.0015355,              0.0015355
                    173,                0.54565,                0.33836,                0.83503,                0.51345,                0.43168,                0.42757,                0.24256,                 1.2223,                0.76824,                 1.0263,               0.001486,               0.001486,               0.001486
                    174,                0.54374,                0.33704,                0.83294,                0.51297,                0.43182,                0.42741,                0.24208,                 1.2223,                0.76845,                 1.0263,              0.0014365,              0.0014365,              0.0014365
                    175,                0.53819,                0.33454,                0.83306,                0.51166,                0.43104,                0.42654,                0.24209,                 1.2224,                0.76837,                 1.0263,               0.001387,               0.001387,               0.001387
                    176,                0.54045,                0.33502,                0.83333,                 0.5111,                0.43032,                0.42587,                 0.2418,                 1.2228,                0.76872,                 1.0265,              0.0013375,              0.0013375,              0.0013375
                    177,                0.53869,                0.33477,                0.83334,                0.51117,                0.43012,                0.42582,                0.24194,                 1.2228,                0.76894,                 1.0266,               0.001288,               0.001288,               0.001288
                    178,                0.54026,                 0.3357,                0.83373,                0.51371,                0.42991,                0.42568,                0.24168,                  1.223,                0.76913,                 1.0266,              0.0012385,              0.0012385,              0.0012385
                    179,                0.53585,                0.33364,                0.83288,                0.51263,                0.42738,                 0.4255,                0.24118,                 1.2231,                0.76911,                 1.0266,               0.001189,               0.001189,               0.001189
                    180,                 0.5332,                0.33186,                0.83247,                0.51277,                0.42528,                0.42553,                0.24153,                 1.2232,                0.76891,                 1.0265,              0.0011395,              0.0011395,              0.0011395
                    181,                0.52942,                0.32987,                0.83192,                0.51281,                0.42642,                0.42563,                0.24128,                 1.2235,                0.76919,                 1.0265,                0.00109,                0.00109,                0.00109
                    182,                0.52569,                0.32762,                0.83084,                0.51155,                0.42779,                0.42504,                0.24133,                 1.2237,                0.76949,                 1.0265,              0.0010405,              0.0010405,              0.0010405
                    183,                0.52611,                0.32786,                0.83176,                0.50931,                0.42744,                 0.4249,                0.24121,                 1.2237,                0.76963,                 1.0265,               0.000991,               0.000991,               0.000991
                    184,                0.52728,                0.32835,                0.83154,                0.50878,                0.42582,                0.42492,                0.24155,                 1.2239,                0.76956,                 1.0265,              0.0009415,              0.0009415,              0.0009415
                    185,                0.52802,                0.32779,                0.83168,                0.50877,                0.42559,                0.42507,                0.24132,                 1.2243,                0.76975,                 1.0266,               0.000892,               0.000892,               0.000892
                    186,                0.52213,                0.32611,                0.83068,                0.51112,                0.42681,                0.42658,                0.24127,                 1.2244,                0.76995,                 1.0266,              0.0008425,              0.0008425,              0.0008425
                    187,                0.52307,                0.32607,                 0.8301,                0.51191,                0.42757,                0.42633,                0.24146,                 1.2244,                0.77023,                 1.0266,               0.000793,               0.000793,               0.000793
                    188,                0.51902,                 0.3241,                0.82941,                0.51219,                0.42753,                 0.4265,                0.24127,                 1.2246,                 0.7707,                 1.0266,              0.0007435,              0.0007435,              0.0007435
                    189,                0.51606,                 0.3231,                0.83042,                0.51089,                0.42673,                0.42647,                0.24167,                 1.2248,                0.77092,                 1.0266,               0.000694,               0.000694,               0.000694
                    190,                0.51739,                0.32237,                0.82985,                0.51139,                0.42518,                0.42644,                0.24153,                 1.2251,                0.77115,                 1.0267,              0.0006445,              0.0006445,              0.0006445
                    191,                0.51479,                0.32256,                0.82974,                0.51072,                0.42434,                0.42642,                0.24163,                 1.2252,                0.77116,                 1.0268,               0.000595,               0.000595,               0.000595
                    192,                0.51826,                0.32273,                0.83007,                0.51202,                0.42393,                0.42637,                0.24139,                 1.2253,                0.77088,                 1.0269,              0.0005455,              0.0005455,              0.0005455
                    193,                0.51169,                0.32038,                0.82841,                0.51732,                 0.4218,                0.42653,                0.24164,                 1.2254,                0.77104,                 1.0268,               0.000496,               0.000496,               0.000496
                    194,                0.51057,                0.31959,                0.82778,                 0.5161,                0.42149,                0.42625,                0.24134,                 1.2257,                0.77073,                 1.0269,              0.0004465,              0.0004465,              0.0004465
                    195,                0.51006,                0.31875,                0.82814,                0.51507,                0.42239,                0.42661,                0.24111,                  1.226,                0.77124,                 1.0271,               0.000397,               0.000397,               0.000397
                    196,                0.50606,                0.31688,                0.82708,                0.52052,                0.42185,                0.42641,                0.24116,                 1.2263,                0.77136,                 1.0271,              0.0003475,              0.0003475,              0.0003475
                    197,                0.50222,                0.31555,                 0.8269,                0.52117,                0.42411,                0.42544,                0.24051,                 1.2263,                0.77132,                 1.0271,               0.000298,               0.000298,               0.000298
                    198,                0.50177,                0.31543,                0.82682,                 0.5234,                0.42358,                0.42529,                0.24032,                 1.2263,                0.77127,                 1.0272,              0.0002485,              0.0002485,              0.0002485
                    199,                0.50194,                0.31522,                0.82767,                0.52699,                0.42117,                0.42554,                0.24005,                 1.2264,                 0.7713,                 1.0273,               0.000199,               0.000199,               0.000199
                    200,                0.50015,                0.31378,                0.82726,                0.52921,                0.41939,                0.42523,                0.23995,                 1.2265,                0.77124,                 1.0273,              0.0001495,              0.0001495,              0.0001495
