epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,7331.41,3.10619,2.08485,2.11097,0.53356,0.3769,0.41571,0.23566,2.79018,1.92908,2.02141,0.0079705,0.0079705,0.0079705
43,7505.1,3.1238,2.0913,2.10863,0.56175,0.38362,0.4201,0.24069,2.78261,1.91128,2.01738,0.007921,0.007921,0.007921
44,7679.24,3.09099,2.07256,2.1013,0.54885,0.37968,0.41112,0.23976,2.76985,1.91618,2.0126,0.0078715,0.0078715,0.0078715
45,7853.83,3.10168,2.07139,2.10341,0.51606,0.3596,0.40663,0.23897,2.7706,1.90593,2.01178,0.007822,0.007822,0.007822
46,8028.19,3.10016,2.0712,2.09899,0.5595,0.37542,0.423,0.24462,2.7647,1.9073,2.00806,0.0077725,0.0077725,0.0077725
47,8202.27,3.09357,2.05085,2.09343,0.56012,0.39292,0.43108,0.24954,2.75418,1.89873,2.00537,0.007723,0.007723,0.007723
48,8376.31,3.08703,2.04462,2.09182,0.53591,0.38411,0.41915,0.24086,2.76106,1.90934,2.0069,0.0076735,0.0076735,0.0076735
49,8550.79,3.07446,2.03533,2.08444,0.52423,0.39438,0.42152,0.24354,2.74811,1.88443,2.0001,0.007624,0.007624,0.007624
50,8725.49,3.08212,2.03983,2.08794,0.54594,0.37597,0.42504,0.24455,2.75298,1.88135,2.00036,0.0075745,0.0075745,0.0075745
51,8900.07,3.06921,2.03518,2.08735,0.58214,0.36532,0.42728,0.24769,2.7438,1.88589,1.99965,0.007525,0.007525,0.007525
52,9074.46,3.05824,2.02077,2.08059,0.55331,0.38703,0.42677,0.24548,2.74727,1.88253,1.99892,0.0074755,0.0074755,0.0074755
53,9248.53,3.04963,2.00899,2.07968,0.55107,0.38459,0.43191,0.25041,2.73833,1.85497,1.9945,0.007426,0.007426,0.007426
54,9422.96,3.04948,2.00297,2.07307,0.54094,0.39254,0.4293,0.24759,2.73422,1.86244,1.99398,0.0073765,0.0073765,0.0073765
55,9597.12,3.04513,2.00595,2.07476,0.52321,0.40657,0.42964,0.24911,2.72965,1.85789,1.99155,0.007327,0.007327,0.007327
56,9771.26,3.0369,1.98832,2.0705,0.53278,0.39398,0.42901,0.24855,2.72636,1.86152,1.98723,0.0072775,0.0072775,0.0072775
57,9945.52,3.03162,1.9913,2.06721,0.54593,0.39251,0.43355,0.25382,2.72332,1.8502,1.9891,0.007228,0.007228,0.007228
58,10120.3,3.03566,1.97879,2.06576,0.5793,0.39398,0.44091,0.25808,2.72325,1.84242,1.985,0.0071785,0.0071785,0.0071785
59,10294.4,3.01594,1.97587,2.06092,0.59231,0.38987,0.44087,0.2582,2.7221,1.83587,1.9842,0.007129,0.007129,0.007129
60,10468.3,3.02403,1.97797,2.06123,0.5528,0.38403,0.43295,0.25371,2.71276,1.83864,1.98012,0.0070795,0.0070795,0.0070795
61,10643.1,3.01182,1.95757,2.05525,0.53713,0.38327,0.42994,0.25172,2.70737,1.83682,1.98081,0.00703,0.00703,0.00703
62,10817.5,3.01873,1.96747,2.05494,0.53919,0.38337,0.43144,0.25432,2.70254,1.83531,1.9776,0.0069805,0.0069805,0.0069805
63,10992.3,3.01012,1.94831,2.05195,0.58832,0.37541,0.4335,0.25497,2.70137,1.83104,1.97655,0.006931,0.006931,0.006931
64,11166.9,3.0063,1.95964,2.05424,0.59738,0.37851,0.43627,0.25605,2.70208,1.83171,1.97626,0.0068815,0.0068815,0.0068815
65,11341.3,3.00278,1.94568,2.04799,0.59308,0.37951,0.43857,0.25693,2.69874,1.82654,1.97501,0.006832,0.006832,0.006832
66,11515.6,3.00303,1.95184,2.05382,0.54953,0.40122,0.43932,0.2587,2.6959,1.82592,1.9729,0.0067825,0.0067825,0.0067825
67,11690.1,2.99067,1.93304,2.04535,0.58472,0.39684,0.4393,0.25841,2.69065,1.82213,1.9708,0.006733,0.006733,0.006733
68,11864.8,2.98968,1.92473,2.04468,0.53728,0.40756,0.43984,0.26034,2.68848,1.81894,1.97063,0.0066835,0.0066835,0.0066835
69,12039.4,2.98062,1.9278,2.04074,0.54867,0.40358,0.44226,0.26187,2.68607,1.81614,1.96886,0.006634,0.006634,0.006634
70,12214.2,2.98309,1.92209,2.03979,0.57299,0.40011,0.44536,0.26328,2.68669,1.80744,1.96835,0.0065845,0.0065845,0.0065845
71,12388.8,2.98388,1.92345,2.03882,0.56738,0.40653,0.44239,0.26158,2.68657,1.80457,1.96988,0.006535,0.006535,0.006535
72,12563.2,2.97587,1.91536,2.03599,0.56861,0.39796,0.44512,0.26369,2.68433,1.80641,1.96835,0.0064855,0.0064855,0.0064855
73,12737.4,2.96694,1.9064,2.03162,0.54926,0.40679,0.44504,0.26458,2.68146,1.80429,1.96826,0.006436,0.006436,0.006436
74,12911.9,2.96113,1.90202,2.03179,0.57738,0.39182,0.44507,0.26394,2.68069,1.80397,1.96696,0.0063865,0.0063865,0.0063865
75,13086.9,2.96185,1.89925,2.03187,0.56373,0.39351,0.44237,0.26229,2.67848,1.8055,1.96587,0.006337,0.006337,0.006337
76,13262,2.96754,1.90129,2.03024,0.57172,0.39759,0.44684,0.26464,2.67552,1.80077,1.96512,0.0062875,0.0062875,0.0062875
