epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,10374,1.31995,0.87009,1.03545,0.54762,0.41453,0.43783,0.25584,1.19042,0.80676,0.99134,0.006931,0.006931,0.006931
64,10538.5,1.31963,0.87424,1.03708,0.55981,0.39746,0.43772,0.25671,1.18779,0.80531,0.99021,0.0068815,0.0068815,0.0068815
65,10703.3,1.31441,0.8667,1.03345,0.53336,0.412,0.43628,0.25434,1.18569,0.80208,0.98908,0.006832,0.006832,0.006832
66,10867.8,1.31843,0.86918,1.03806,0.52468,0.41763,0.4392,0.25536,1.18508,0.80289,0.98864,0.0067825,0.0067825,0.0067825
67,11032.7,1.31114,0.8639,1.03255,0.53828,0.4111,0.43955,0.25608,1.18337,0.80146,0.98791,0.006733,0.006733,0.006733
68,11197.4,1.3108,0.86093,1.03258,0.52997,0.41737,0.44031,0.25709,1.18237,0.79989,0.98706,0.0066835,0.0066835,0.0066835
69,11362,1.30678,0.86272,1.03049,0.53721,0.41397,0.44131,0.25892,1.18138,0.79842,0.98603,0.006634,0.006634,0.006634
70,11526.8,1.30891,0.85963,1.02982,0.54189,0.40863,0.44457,0.2616,1.18125,0.79656,0.98555,0.0065845,0.0065845,0.0065845
71,11691.2,1.30791,0.85805,1.02992,0.5273,0.41425,0.44635,0.2612,1.17942,0.7947,0.98446,0.006535,0.006535,0.006535
72,11856,1.30548,0.85518,1.02838,0.55388,0.40019,0.44538,0.26052,1.17957,0.79501,0.98436,0.0064855,0.0064855,0.0064855
73,12020.7,1.29707,0.85324,1.02533,0.55958,0.40541,0.44524,0.26001,1.17943,0.79461,0.98433,0.006436,0.006436,0.006436
74,12185.6,1.29717,0.84877,1.02601,0.58359,0.40125,0.44486,0.26088,1.17841,0.79462,0.98393,0.0063865,0.0063865,0.0063865
75,12350.7,1.29736,0.84784,1.02454,0.55632,0.40998,0.44405,0.26036,1.17684,0.79244,0.98325,0.006337,0.006337,0.006337
76,12515.7,1.30114,0.85068,1.02588,0.55733,0.41077,0.44479,0.26163,1.17474,0.79083,0.98251,0.0062875,0.0062875,0.0062875
77,12680.4,1.29321,0.84544,1.02399,0.55842,0.41013,0.4471,0.26266,1.17408,0.78995,0.98294,0.006238,0.006238,0.006238
78,12845.1,1.29707,0.8497,1.02482,0.55893,0.41604,0.45016,0.26258,1.17334,0.78979,0.98238,0.0061885,0.0061885,0.0061885
79,13010.2,1.29298,0.84407,1.02148,0.55622,0.4139,0.45073,0.2631,1.17287,0.78777,0.98187,0.006139,0.006139,0.006139
80,13174.9,1.29437,0.84354,1.02041,0.56048,0.41693,0.45203,0.26405,1.17266,0.78657,0.98166,0.0060895,0.0060895,0.0060895
81,13339.2,1.28875,0.83673,1.01991,0.57479,0.41145,0.45277,0.26499,1.17194,0.78551,0.98118,0.00604,0.00604,0.00604
82,13504.2,1.28951,0.84116,1.01845,0.56666,0.41238,0.4525,0.26525,1.17137,0.78475,0.9806,0.0059905,0.0059905,0.0059905
83,13669.2,1.28233,0.8355,1.01762,0.56718,0.41436,0.45306,0.26515,1.17032,0.78395,0.9804,0.005941,0.005941,0.005941
84,13833.6,1.28244,0.83241,1.01637,0.58151,0.40758,0.45525,0.26623,1.16963,0.78283,0.98005,0.0058915,0.0058915,0.0058915
85,13997.8,1.27984,0.83222,1.01686,0.58465,0.40657,0.45634,0.26673,1.16911,0.78176,0.97964,0.005842,0.005842,0.005842
86,14162.5,1.28022,0.83191,1.01693,0.57537,0.41834,0.45619,0.26652,1.16833,0.78116,0.97932,0.0057925,0.0057925,0.0057925
87,14327,1.28137,0.83289,1.01568,0.57297,0.42235,0.45729,0.26767,1.16774,0.78043,0.979,0.005743,0.005743,0.005743
88,14491.7,1.27338,0.82547,1.0135,0.57152,0.42097,0.4577,0.26739,1.16682,0.77952,0.97821,0.0056935,0.0056935,0.0056935
89,14656.2,1.27344,0.8269,1.01272,0.57307,0.42022,0.45868,0.26761,1.16578,0.7782,0.97748,0.005644,0.005644,0.005644
90,14820.9,1.2751,0.82488,1.0137,0.5729,0.4224,0.45916,0.26872,1.16529,0.77727,0.9772,0.0055945,0.0055945,0.0055945
91,14985.2,1.27205,0.82592,1.01296,0.56998,0.42071,0.4606,0.26905,1.16475,0.77702,0.97696,0.005545,0.005545,0.005545
92,15149.9,1.28023,0.82706,1.01267,0.56282,0.4216,0.4593,0.26802,1.16424,0.77607,0.97648,0.0054955,0.0054955,0.0054955
93,15314.3,1.26171,0.81753,1.01066,0.5622,0.42176,0.46033,0.26895,1.16409,0.77575,0.97637,0.005446,0.005446,0.005446
94,15479.1,1.27395,0.82292,1.01117,0.56175,0.42241,0.46026,0.26883,1.16372,0.77568,0.97614,0.0053965,0.0053965,0.0053965
95,15643.6,1.27107,0.8178,1.00952,0.56603,0.42073,0.45912,0.26906,1.16359,0.77587,0.97595,0.005347,0.005347,0.005347
96,15808.6,1.26606,0.8171,1.01012,0.5681,0.42349,0.45943,0.26899,1.16322,0.77568,0.97575,0.0052975,0.0052975,0.0052975
97,15973.5,1.26352,0.81412,1.0098,0.56674,0.42335,0.45989,0.26985,1.16306,0.77564,0.97556,0.005248,0.005248,0.005248
98,16137.9,1.26713,0.81425,1.0093,0.56443,0.42704,0.4599,0.27063,1.16217,0.77508,0.97526,0.0051985,0.0051985,0.0051985
99,16302.4,1.26509,0.81802,1.01075,0.56472,0.42489,0.46039,0.27094,1.16224,0.77546,0.97521,0.005149,0.005149,0.005149
100,16466.5,1.26475,0.81368,1.0083,0.5628,0.42763,0.46013,0.27163,1.16215,0.77511,0.97497,0.0050995,0.0050995,0.0050995
101,16631,1.259,0.81036,1.00666,0.56719,0.42649,0.46044,0.27232,1.16176,0.77455,0.9748,0.00505,0.00505,0.00505
102,16795.6,1.2616,0.80895,1.00697,0.56756,0.42403,0.46038,0.27165,1.16177,0.77461,0.97467,0.0050005,0.0050005,0.0050005
103,16961.1,1.25684,0.80794,1.00568,0.57018,0.41991,0.46042,0.27304,1.16089,0.7741,0.97447,0.004951,0.004951,0.004951
104,17126.1,1.26091,0.81042,1.00799,0.57403,0.41955,0.46073,0.27249,1.16057,0.77363,0.97426,0.0049015,0.0049015,0.0049015
105,17290.9,1.25801,0.80684,1.00522,0.57572,0.42004,0.46066,0.27299,1.1602,0.77359,0.9741,0.004852,0.004852,0.004852
106,17456.3,1.25852,0.80659,1.00481,0.57584,0.42009,0.46108,0.27319,1.16017,0.77358,0.9739,0.0048025,0.0048025,0.0048025
107,17621.1,1.25629,0.80596,1.00337,0.58474,0.41727,0.46142,0.27357,1.16003,0.77304,0.9738,0.004753,0.004753,0.004753
108,17786.4,1.25502,0.80328,1.0034,0.59139,0.41546,0.46286,0.27352,1.16009,0.7729,0.97372,0.0047035,0.0047035,0.0047035
109,17951.5,1.25301,0.80213,1.00364,0.59677,0.41513,0.463,0.273,1.1599,0.77274,0.97366,0.004654,0.004654,0.004654
110,18116.4,1.25001,0.80021,1.00119,0.5975,0.41291,0.46316,0.27295,1.15967,0.77247,0.97358,0.0046045,0.0046045,0.0046045
111,18280.5,1.24817,0.79893,1.00125,0.58998,0.4164,0.46314,0.27349,1.1597,0.77225,0.97344,0.004555,0.004555,0.004555
112,18445.5,1.24652,0.79626,1.00178,0.58541,0.41928,0.46364,0.27313,1.15945,0.77207,0.97331,0.0045055,0.0045055,0.0045055
113,18609.9,1.24846,0.7996,1.00238,0.58594,0.41963,0.46369,0.2734,1.15928,0.7716,0.97324,0.004456,0.004456,0.004456
114,18774.9,1.24664,0.79612,0.99901,0.58776,0.4185,0.46386,0.27345,1.15884,0.77132,0.97313,0.0044065,0.0044065,0.0044065
115,18940,1.24079,0.79349,0.99934,0.58384,0.42277,0.46453,0.2738,1.15854,0.77087,0.973,0.004357,0.004357,0.004357
116,19104.2,1.24071,0.79021,0.99773,0.59001,0.42062,0.46565,0.27402,1.15866,0.77094,0.97289,0.0043075,0.0043075,0.0043075
117,19268.5,1.24385,0.79198,0.99941,0.59088,0.42154,0.46537,0.27376,1.15826,0.7705,0.9728,0.004258,0.004258,0.004258
118,19433.1,1.23907,0.79166,0.99797,0.58247,0.42467,0.46564,0.27385,1.1582,0.77025,0.97263,0.0042085,0.0042085,0.0042085
119,19597.6,1.23719,0.78984,0.99688,0.59407,0.42131,0.46577,0.27408,1.15808,0.7704,0.97252,0.004159,0.004159,0.004159
120,19762.3,1.24094,0.7889,0.99747,0.59926,0.4191,0.46577,0.27442,1.15809,0.77002,0.97252,0.0041095,0.0041095,0.0041095
121,19926.5,1.24161,0.78842,0.99517,0.58014,0.42471,0.46618,0.27431,1.15796,0.76992,0.9724,0.00406,0.00406,0.00406
122,20090.7,1.23463,0.78681,0.99672,0.58381,0.42385,0.46621,0.27485,1.15769,0.76982,0.9723,0.0040105,0.0040105,0.0040105
123,20254.7,1.23456,0.78623,0.99453,0.58008,0.42419,0.46625,0.27476,1.15768,0.76986,0.9723,0.003961,0.003961,0.003961
124,20419.1,1.23345,0.78251,0.99501,0.58104,0.42408,0.46604,0.27494,1.15781,0.76968,0.97218,0.0039115,0.0039115,0.0039115
125,20583.5,1.2294,0.78143,0.99227,0.58804,0.42284,0.46677,0.2754,1.15777,0.76958,0.97213,0.003862,0.003862,0.003862
126,20747.8,1.23566,0.78499,0.99413,0.58956,0.42164,0.46689,0.27609,1.15754,0.76934,0.97203,0.0038125,0.0038125,0.0038125
127,20912.3,1.23001,0.78285,0.99451,0.59643,0.41948,0.4669,0.27546,1.15749,0.76921,0.97201,0.003763,0.003763,0.003763
128,21076.8,1.22632,0.77804,0.99078,0.5893,0.42212,0.46722,0.27591,1.15758,0.76901,0.97198,0.0037135,0.0037135,0.0037135
129,21241.2,1.22836,0.78236,0.99261,0.59437,0.42016,0.46707,0.27619,1.15754,0.76907,0.97192,0.003664,0.003664,0.003664
130,21405.6,1.22932,0.77838,0.99078,0.59404,0.41987,0.46683,0.27619,1.15733,0.7687,0.97174,0.0036145,0.0036145,0.0036145
131,21569.6,1.22801,0.77903,0.99274,0.59848,0.41935,0.46727,0.27635,1.15728,0.76871,0.97181,0.003565,0.003565,0.003565
132,21733.6,1.22354,0.77798,0.98908,0.60098,0.41892,0.46771,0.27666,1.15719,0.76845,0.97175,0.0035155,0.0035155,0.0035155
133,21897.9,1.22805,0.77595,0.9923,0.60195,0.41872,0.46765,0.27705,1.15724,0.76809,0.9717,0.003466,0.003466,0.003466
134,22062,1.22449,0.77261,0.99184,0.60033,0.41844,0.4678,0.27596,1.15707,0.76794,0.97171,0.0034165,0.0034165,0.0034165
135,22225.5,1.21912,0.77141,0.98903,0.60194,0.41877,0.46766,0.27591,1.15682,0.76825,0.97154,0.003367,0.003367,0.003367
136,22390.3,1.21985,0.77103,0.99051,0.59948,0.41754,0.46828,0.27623,1.15682,0.76829,0.97147,0.0033175,0.0033175,0.0033175
137,22554.7,1.21956,0.77192,0.9876,0.60465,0.41753,0.46825,0.2762,1.15657,0.76802,0.97139,0.003268,0.003268,0.003268
138,22718.6,1.21514,0.76748,0.98697,0.60522,0.41657,0.46817,0.2764,1.15615,0.7678,0.97106,0.0032185,0.0032185,0.0032185
139,22882.2,1.21709,0.76576,0.98619,0.60244,0.41715,0.46828,0.27673,1.15613,0.76793,0.97106,0.003169,0.003169,0.003169
140,23047,1.21164,0.76449,0.98709,0.60222,0.41668,0.46835,0.27696,1.15623,0.76751,0.971,0.0031195,0.0031195,0.0031195
141,23212.8,1.21193,0.76198,0.98496,0.60413,0.41813,0.46892,0.27719,1.15619,0.76735,0.97086,0.00307,0.00307,0.00307
142,23376.1,1.21868,0.76823,0.9874,0.60024,0.42091,0.46906,0.2773,1.15613,0.76743,0.97091,0.0030205,0.0030205,0.0030205
143,23539.3,1.21113,0.76267,0.98448,0.59923,0.41996,0.46936,0.27709,1.15598,0.76772,0.97069,0.002971,0.002971,0.002971
144,23702.9,1.21074,0.76256,0.98595,0.59675,0.4219,0.4692,0.27716,1.15578,0.76777,0.97068,0.0029215,0.0029215,0.0029215
145,23866.5,1.20679,0.761,0.98221,0.60029,0.42013,0.46925,0.27717,1.1561,0.76796,0.97067,0.002872,0.002872,0.002872
146,24030.8,1.20692,0.75841,0.98385,0.59968,0.42076,0.46977,0.27756,1.15598,0.76813,0.97062,0.0028225,0.0028225,0.0028225
147,24195.3,1.20952,0.76091,0.9844,0.59573,0.42275,0.46992,0.27772,1.15561,0.76759,0.97053,0.002773,0.002773,0.002773
148,24359.2,1.20943,0.75919,0.98248,0.59523,0.42311,0.46988,0.27784,1.15556,0.7681,0.97044,0.0027235,0.0027235,0.0027235
149,24523.2,1.20433,0.75353,0.98296,0.59159,0.42689,0.46958,0.27815,1.15546,0.76826,0.97024,0.002674,0.002674,0.002674
150,24687.2,1.2055,0.75554,0.98271,0.58955,0.42716,0.46969,0.27769,1.15525,0.76803,0.97018,0.0026245,0.0026245,0.0026245
151,24851.7,1.20059,0.75183,0.98112,0.58786,0.42773,0.46983,0.27771,1.15504,0.76802,0.97006,0.002575,0.002575,0.002575
152,25015.8,1.2059,0.75647,0.98083,0.58595,0.42732,0.46972,0.27773,1.155,0.76791,0.96995,0.0025255,0.0025255,0.0025255
153,25179.9,1.19848,0.75217,0.98019,0.58592,0.42723,0.4695,0.27798,1.15487,0.76786,0.96972,0.002476,0.002476,0.002476
154,25344,1.19556,0.74964,0.9807,0.58582,0.42795,0.46941,0.27805,1.15443,0.76789,0.9696,0.0024265,0.0024265,0.0024265
155,25507.9,1.19839,0.74957,0.98115,0.58567,0.42848,0.46959,0.27816,1.1545,0.76785,0.96957,0.002377,0.002377,0.002377
156,25672,1.19657,0.74838,0.97901,0.58701,0.42746,0.46989,0.27815,1.15422,0.7682,0.96944,0.0023275,0.0023275,0.0023275
157,25835.9,1.19853,0.74919,0.97911,0.58501,0.42921,0.46995,0.27826,1.15431,0.76823,0.96942,0.002278,0.002278,0.002278
158,25999.6,1.20068,0.75112,0.98026,0.58441,0.4283,0.46968,0.27876,1.15418,0.76848,0.96936,0.0022285,0.0022285,0.0022285
159,26163.5,1.19612,0.74601,0.97901,0.58179,0.42785,0.46954,0.27846,1.15389,0.76852,0.96928,0.002179,0.002179,0.002179
160,26327.3,1.19382,0.74444,0.97817,0.58208,0.42819,0.46957,0.27804,1.15406,0.76865,0.96921,0.0021295,0.0021295,0.0021295
161,26491.1,1.19413,0.74602,0.97906,0.58078,0.42846,0.46932,0.27866,1.15379,0.76853,0.96915,0.00208,0.00208,0.00208
162,26654.2,1.19338,0.74456,0.979,0.58123,0.42841,0.46927,0.27832,1.15353,0.76872,0.96912,0.0020305,0.0020305,0.0020305
163,26817.6,1.19294,0.74613,0.97779,0.58208,0.4279,0.46938,0.27801,1.15365,0.76885,0.96905,0.001981,0.001981,0.001981
164,26981.1,1.18966,0.7428,0.97715,0.58369,0.42822,0.46924,0.27824,1.15342,0.76877,0.96901,0.0019315,0.0019315,0.0019315
165,27144.7,1.18953,0.73986,0.97602,0.58253,0.42845,0.46932,0.27827,1.15342,0.76867,0.96896,0.001882,0.001882,0.001882
166,27308.5,1.18617,0.73842,0.97697,0.58457,0.42792,0.46909,0.27803,1.15306,0.76874,0.96887,0.0018325,0.0018325,0.0018325
167,27473.1,1.18413,0.73663,0.97475,0.58855,0.42425,0.46908,0.27831,1.15327,0.76882,0.96882,0.001783,0.001783,0.001783
168,27636.9,1.18717,0.73664,0.97433,0.58761,0.4229,0.46897,0.27785,1.15335,0.76871,0.96872,0.0017335,0.0017335,0.0017335
169,27800.4,1.18336,0.73688,0.97396,0.58327,0.42488,0.46856,0.27813,1.15336,0.769,0.96864,0.001684,0.001684,0.001684
170,27964.2,1.18331,0.73481,0.97439,0.58358,0.42278,0.46856,0.27817,1.15312,0.76891,0.96865,0.0016345,0.0016345,0.0016345
171,28128,1.18714,0.73581,0.97287,0.58287,0.42257,0.46853,0.2779,1.15318,0.76894,0.96863,0.001585,0.001585,0.001585
172,28291.9,1.1827,0.73331,0.97446,0.57918,0.42231,0.46834,0.27814,1.15305,0.76913,0.96849,0.0015355,0.0015355,0.0015355
173,28455.5,1.18065,0.73235,0.97477,0.59381,0.41401,0.46824,0.27818,1.15307,0.76932,0.96849,0.001486,0.001486,0.001486
174,28619.4,1.17808,0.73086,0.97207,0.59374,0.41388,0.46847,0.27829,1.15313,0.76943,0.96835,0.0014365,0.0014365,0.0014365
175,28783.1,1.1763,0.72818,0.9715,0.5967,0.41283,0.46822,0.27771,1.15314,0.76955,0.96836,0.001387,0.001387,0.001387
176,28947.4,1.18089,0.73009,0.97072,0.6004,0.41239,0.46858,0.2778,1.15295,0.76979,0.96827,0.0013375,0.0013375,0.0013375
177,29111.4,1.17756,0.72706,0.9706,0.59098,0.41381,0.4687,0.27772,1.15308,0.77037,0.96826,0.001288,0.001288,0.001288
178,29275.5,1.17375,0.72757,0.96988,0.59146,0.41374,0.46804,0.2781,1.15313,0.77072,0.96826,0.0012385,0.0012385,0.0012385
179,29439.6,1.16876,0.72274,0.96919,0.5913,0.41484,0.46795,0.27801,1.15294,0.77082,0.96824,0.001189,0.001189,0.001189
180,29603.8,1.17511,0.72742,0.9708,0.59364,0.41368,0.46823,0.27802,1.15297,0.77099,0.96826,0.0011395,0.0011395,0.0011395
181,29768,1.17137,0.72331,0.96923,0.59922,0.40888,0.4684,0.27836,1.15266,0.77087,0.96811,0.00109,0.00109,0.00109
182,29932.4,1.16898,0.72071,0.96906,0.59686,0.41063,0.46859,0.27841,1.15284,0.77134,0.96818,0.0010405,0.0010405,0.0010405
183,30096.6,1.16929,0.72195,0.96969,0.59965,0.41091,0.46741,0.27823,1.15279,0.77136,0.96809,0.000991,0.000991,0.000991
184,30260.6,1.16979,0.71974,0.96995,0.59877,0.4105,0.46694,0.27844,1.15288,0.77184,0.96805,0.0009415,0.0009415,0.0009415
185,30425.3,1.16749,0.72016,0.96741,0.60488,0.40863,0.46699,0.27857,1.1532,0.77239,0.96805,0.000892,0.000892,0.000892
186,30589.3,1.16742,0.72078,0.96683,0.60541,0.40827,0.46689,0.27868,1.15338,0.77263,0.96803,0.0008425,0.0008425,0.0008425
187,30753.6,1.16482,0.7158,0.96701,0.604,0.40835,0.46683,0.27833,1.15346,0.77287,0.96801,0.000793,0.000793,0.000793
