                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                 1.2184,                0.78445,                0.98196,                0.54554,                0.41614,                0.44566,                0.26066,                  1.155,                0.79284,                0.96793,              0.0026245,              0.0026245,              0.0026245
                    151,                 1.2149,                0.78156,                 0.9818,                0.54699,                0.41605,                0.44575,                0.26097,                 1.1551,                0.79253,                0.96796,               0.002575,               0.002575,               0.002575
                    152,                 1.2193,                0.78442,                0.98149,                0.54879,                0.41749,                0.44616,                0.26057,                 1.1553,                0.79261,                0.96787,              0.0025255,              0.0025255,              0.0025255
                    153,                  1.213,                0.78207,                0.98049,                0.54815,                0.41788,                0.44598,                0.26079,                 1.1551,                0.79268,                0.96783,               0.002476,               0.002476,               0.002476
                    154,                 1.2096,                0.77773,                0.98123,                0.54318,                0.41991,                0.44564,                0.26065,                 1.1552,                0.79277,                0.96773,              0.0024265,              0.0024265,              0.0024265
                    155,                 1.2103,                0.77693,                0.98105,                0.54624,                0.41301,                0.44562,                0.26032,                  1.155,                0.79284,                0.96757,               0.002377,               0.002377,               0.002377
                    156,                  1.211,                0.77621,                0.97921,                0.55357,                0.41034,                0.44516,                0.26052,                 1.1551,                0.79289,                0.96758,              0.0023275,              0.0023275,              0.0023275
                    157,                 1.2108,                0.77658,                0.97852,                0.55523,                0.40812,                0.44574,                0.26064,                 1.1546,                0.79247,                0.96744,               0.002278,               0.002278,               0.002278
                    158,                 1.2134,                0.77878,                0.97983,                0.55391,                0.40874,                  0.446,                0.26042,                 1.1542,                0.79206,                0.96728,              0.0022285,              0.0022285,              0.0022285
                    159,                 1.2086,                0.77217,                0.97858,                0.55341,                0.40992,                0.44637,                0.26078,                 1.1539,                0.79184,                0.96716,               0.002179,               0.002179,               0.002179
                    160,                 1.2088,                 0.7712,                0.97887,                0.55333,                0.41015,                0.44646,                 0.2609,                  1.154,                0.79182,                0.96715,              0.0021295,              0.0021295,              0.0021295
                    161,                 1.2075,                0.77287,                0.97914,                0.55097,                0.41068,                0.44667,                 0.2608,                 1.1541,                0.79167,                0.96714,                0.00208,                0.00208,                0.00208
                    162,                 1.2061,                0.77175,                0.97874,                0.55327,                0.41068,                0.44681,                0.26081,                 1.1539,                0.79184,                0.96712,              0.0020305,              0.0020305,              0.0020305
                    163,                 1.2062,                0.77213,                0.97837,                0.55401,                0.41094,                0.44697,                0.26103,                 1.1536,                0.79145,                0.96697,               0.001981,               0.001981,               0.001981
                    164,                 1.2041,                0.77042,                0.97806,                0.55226,                0.41492,                0.44762,                0.26106,                 1.1533,                0.79125,                 0.9669,              0.0019315,              0.0019315,              0.0019315
                    165,                 1.2022,                0.76781,                 0.9766,                0.54238,                0.41663,                0.44739,                0.26158,                 1.1532,                0.79155,                0.96687,               0.001882,               0.001882,               0.001882
                    166,                 1.1992,                0.76567,                0.97755,                0.54755,                0.41403,                0.44743,                0.26143,                  1.153,                0.79122,                0.96674,              0.0018325,              0.0018325,              0.0018325
                    167,                 1.1991,                0.76472,                0.97511,                0.54574,                0.41453,                0.44772,                 0.2614,                 1.1529,                0.79127,                0.96665,               0.001783,               0.001783,               0.001783
                    168,                 1.2015,                0.76429,                0.97446,                0.54239,                0.41731,                0.44756,                0.26137,                 1.1528,                0.79138,                0.96661,              0.0017335,              0.0017335,              0.0017335
                    169,                 1.1957,                0.76179,                0.97415,                0.54237,                0.41627,                0.44765,                0.26195,                 1.1527,                0.79124,                0.96647,               0.001684,               0.001684,               0.001684
                    170,                 1.1969,                0.76028,                 0.9752,                0.54277,                0.41504,                0.44753,                0.26225,                 1.1525,                0.79149,                0.96639,              0.0016345,              0.0016345,              0.0016345
                    171,                 1.2005,                0.76232,                0.97396,                0.54252,                0.41603,                0.44754,                0.26229,                 1.1526,                0.79139,                0.96637,               0.001585,               0.001585,               0.001585
                    172,                 1.1952,                0.75941,                0.97528,                0.54725,                0.41433,                0.44772,                0.26227,                  1.152,                0.79137,                0.96618,              0.0015355,              0.0015355,              0.0015355
                    173,                  1.192,                0.75844,                0.97457,                0.54723,                0.41154,                0.44797,                0.26222,                 1.1519,                0.79169,                 0.9661,               0.001486,               0.001486,               0.001486
                    174,                 1.1915,                0.75719,                0.97235,                0.55282,                0.40806,                0.44786,                0.26203,                 1.1517,                 0.7916,                0.96611,              0.0014365,              0.0014365,              0.0014365
                    175,                  1.189,                0.75456,                0.97111,                0.53727,                0.42002,                 0.4478,                0.26234,                 1.1518,                0.79157,                0.96599,               0.001387,               0.001387,               0.001387
                    176,                 1.1945,                0.75672,                 0.9712,                0.53743,                0.41922,                0.44849,                0.26188,                 1.1515,                0.79141,                0.96591,              0.0013375,              0.0013375,              0.0013375
                    177,                 1.1886,                0.75247,                0.97005,                0.54028,                 0.4208,                0.44903,                0.26237,                 1.1514,                0.79148,                 0.9658,               0.001288,               0.001288,               0.001288
                    178,                 1.1885,                0.75546,                0.97107,                0.53728,                 0.4207,                0.44909,                0.26164,                  1.151,                0.79105,                 0.9657,              0.0012385,              0.0012385,              0.0012385
                    179,                 1.1808,                0.74935,                0.96915,                0.53879,                 0.4183,                0.44942,                0.26259,                 1.1509,                0.79144,                0.96566,               0.001189,               0.001189,               0.001189
                    180,                 1.1892,                0.75447,                0.97098,                0.54099,                0.42056,                0.44943,                0.26303,                  1.151,                0.79168,                0.96572,              0.0011395,              0.0011395,              0.0011395
                    181,                 1.1847,                   0.75,                0.96993,                0.54134,                0.42318,                   0.45,                0.26334,                  1.151,                0.79189,                0.96563,                0.00109,                0.00109,                0.00109
                    182,                  1.182,                0.74762,                0.96897,                0.53996,                0.42157,                0.45023,                0.26362,                 1.1507,                0.79137,                0.96549,              0.0010405,              0.0010405,              0.0010405
                    183,                 1.1836,                0.74882,                0.97107,                0.53923,                0.42148,                0.45029,                0.26378,                 1.1505,                0.79146,                0.96543,               0.000991,               0.000991,               0.000991
                    184,                 1.1817,                0.74718,                0.97017,                0.54129,                0.42062,                0.45002,                0.26373,                 1.1503,                0.79149,                0.96544,              0.0009415,              0.0009415,              0.0009415
                    185,                 1.1791,                0.74654,                0.96754,                 0.5408,                0.42026,                0.45037,                0.26401,                 1.1502,                0.79129,                0.96535,               0.000892,               0.000892,               0.000892
                    186,                 1.1821,                 0.7464,                0.96805,                0.53903,                0.42384,                0.45079,                0.26396,                   1.15,                0.79113,                0.96523,              0.0008425,              0.0008425,              0.0008425
                    187,                 1.1793,                0.74264,                0.96737,                0.54119,                0.42605,                0.45112,                0.26382,                 1.1499,                 0.7912,                0.96514,               0.000793,               0.000793,               0.000793
                    188,                 1.1793,                0.74513,                0.96797,                 0.5393,                 0.4254,                0.45134,                0.26394,                 1.1498,                0.79134,                0.96516,              0.0007435,              0.0007435,              0.0007435
                    189,                 1.1747,                0.74235,                0.96746,                0.54354,                0.42776,                0.45141,                0.26361,                 1.1498,                0.79158,                0.96507,               0.000694,               0.000694,               0.000694
                    190,                 1.1739,                0.73929,                0.96547,                0.54379,                0.42926,                0.45066,                0.26304,                 1.1497,                0.79162,                0.96501,              0.0006445,              0.0006445,              0.0006445
                    191,                 1.1602,                0.71552,                0.96322,                0.54952,                0.42579,                0.45095,                0.26364,                   1.15,                0.79187,                0.96503,               0.000595,               0.000595,               0.000595
                    192,                 1.1508,                  0.706,                0.95939,                0.54649,                0.42659,                0.45094,                0.26329,                 1.1497,                0.79171,                  0.965,              0.0005455,              0.0005455,              0.0005455
                    193,                 1.1514,                0.70476,                0.95904,                0.54565,                0.43419,                 0.4512,                0.26353,                 1.1496,                0.79163,                0.96501,               0.000496,               0.000496,               0.000496
                    194,                 1.1472,                0.70262,                0.95746,                0.54643,                0.43426,                0.45265,                0.26394,                 1.1498,                0.79209,                0.96507,              0.0004465,              0.0004465,              0.0004465
                    195,                 1.1472,                0.70137,                0.95699,                0.54256,                0.43791,                 0.4523,                 0.2633,                 1.1498,                0.79199,                0.96508,               0.000397,               0.000397,               0.000397
                    196,                 1.1455,                0.70146,                0.95769,                0.54176,                0.43782,                0.45237,                0.26303,                 1.1495,                0.79195,                0.96498,              0.0003475,              0.0003475,              0.0003475
                    197,                 1.1443,                0.69914,                0.95504,                 0.5418,                0.43807,                0.45114,                0.26318,                 1.1497,                0.79192,                0.96506,               0.000298,               0.000298,               0.000298
                    198,                 1.1412,                0.69518,                0.95418,                0.53964,                0.43975,                0.45218,                0.26343,                 1.1496,                0.79184,                0.96511,              0.0002485,              0.0002485,              0.0002485
                    199,                 1.1409,                0.69512,                0.95471,                0.52826,                 0.4449,                0.45273,                0.26375,                 1.1493,                0.79134,                 0.9651,               0.000199,               0.000199,               0.000199
                    200,                 1.1377,                0.69329,                0.95419,                0.52132,                0.45026,                0.45286,                0.26403,                 1.1494,                 0.7915,                0.96511,              0.0001495,              0.0001495,              0.0001495
