epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
139,28559.8,2.80383,1.7355,1.96167,0.57151,0.41561,0.45181,0.26924,2.63678,1.79684,1.95098,0.003169,0.003169,0.003169
140,28764.7,2.79366,1.73143,1.96264,0.56743,0.41664,0.45146,0.26898,2.63721,1.79733,1.95125,0.0031195,0.0031195,0.0031195
141,28970.5,2.80514,1.73536,1.96319,0.56809,0.41578,0.45113,0.26904,2.63679,1.79723,1.95105,0.00307,0.00307,0.00307
142,29175.6,2.79371,1.72932,1.96587,0.56727,0.41317,0.45115,0.26872,2.6363,1.79746,1.95081,0.0030205,0.0030205,0.0030205
143,29380.3,2.79251,1.72792,1.96429,0.56727,0.41102,0.45122,0.26846,2.63625,1.79679,1.95074,0.002971,0.002971,0.002971
144,29585.5,2.78145,1.72942,1.96537,0.56898,0.40989,0.45108,0.26832,2.63607,1.7966,1.95059,0.0029215,0.0029215,0.0029215
145,29790.8,2.79554,1.73485,1.96216,0.5665,0.41205,0.45093,0.2685,2.63562,1.79672,1.95046,0.002872,0.002872,0.002872
146,29996.6,2.79382,1.73114,1.96085,0.57445,0.40967,0.45154,0.26884,2.63549,1.79597,1.95045,0.0028225,0.0028225,0.0028225
147,30201.5,2.78462,1.71374,1.95951,0.57071,0.41388,0.45213,0.26897,2.63596,1.79603,1.95018,0.002773,0.002773,0.002773
148,30406.1,2.77755,1.71334,1.95977,0.57429,0.41527,0.45221,0.26914,2.63555,1.79584,1.95014,0.0027235,0.0027235,0.0027235
149,30610.6,2.775,1.71226,1.95721,0.57881,0.41378,0.45176,0.26915,2.63651,1.79516,1.95027,0.002674,0.002674,0.002674
150,30815.5,2.7781,1.71097,1.95618,0.57643,0.41586,0.45239,0.26939,2.63609,1.79495,1.95042,0.0026245,0.0026245,0.0026245
151,31020.9,2.7752,1.70638,1.9563,0.57699,0.41547,0.45266,0.26943,2.63529,1.79557,1.95002,0.002575,0.002575,0.002575
152,31226.6,2.77514,1.70869,1.95752,0.58257,0.41601,0.45255,0.26894,2.63478,1.79431,1.95003,0.0025255,0.0025255,0.0025255
153,31431.4,2.76793,1.7012,1.9525,0.58392,0.41601,0.45271,0.26933,2.63465,1.79468,1.94975,0.002476,0.002476,0.002476
154,31635.9,2.76838,1.70318,1.95335,0.58545,0.41678,0.45296,0.26943,2.63444,1.79382,1.94957,0.0024265,0.0024265,0.0024265
155,31840.7,2.77078,1.69807,1.95213,0.58943,0.41596,0.45399,0.26961,2.63395,1.79441,1.94929,0.002377,0.002377,0.002377
156,32045.2,2.76596,1.69344,1.94864,0.59301,0.41763,0.45412,0.26988,2.63375,1.79398,1.94923,0.0023275,0.0023275,0.0023275
157,32250.4,2.76769,1.69595,1.9512,0.59097,0.41884,0.45411,0.26985,2.63351,1.79429,1.94907,0.002278,0.002278,0.002278
158,32455.4,2.75946,1.68947,1.94957,0.58786,0.42077,0.45402,0.26998,2.63259,1.79472,1.94859,0.0022285,0.0022285,0.0022285
159,32660.6,2.75193,1.68489,1.94746,0.59709,0.41836,0.45411,0.27013,2.63114,1.79526,1.94782,0.002179,0.002179,0.002179
160,32865.7,2.75452,1.68276,1.94461,0.60174,0.41694,0.45426,0.2705,2.63084,1.79535,1.94763,0.0021295,0.0021295,0.0021295
161,33071.2,2.75965,1.69059,1.9462,0.60147,0.41587,0.45455,0.27068,2.63064,1.79554,1.9473,0.00208,0.00208,0.00208
162,33276.2,2.73742,1.67468,1.94848,0.58426,0.42066,0.45461,0.27044,2.63095,1.79539,1.94698,0.0020305,0.0020305,0.0020305
163,33481.2,2.75114,1.67373,1.94646,0.5847,0.41878,0.45439,0.27034,2.63093,1.79713,1.94671,0.001981,0.001981,0.001981
164,33686.3,2.74351,1.67236,1.94558,0.5877,0.41754,0.45361,0.27046,2.63058,1.79731,1.94674,0.0019315,0.0019315,0.0019315
165,33891.3,2.74375,1.67079,1.94905,0.58967,0.41727,0.45423,0.27061,2.63083,1.79769,1.94669,0.001882,0.001882,0.001882
166,34096.5,2.73966,1.67404,1.94293,0.58932,0.41689,0.4544,0.27147,2.63077,1.79772,1.94655,0.0018325,0.0018325,0.0018325
167,34301.2,2.73583,1.66472,1.94137,0.59185,0.41674,0.45426,0.27181,2.62982,1.79897,1.94619,0.001783,0.001783,0.001783
168,34506.3,2.73465,1.67047,1.94546,0.59658,0.41514,0.45478,0.27207,2.63046,1.79874,1.94611,0.0017335,0.0017335,0.0017335
169,34711.3,2.72957,1.65869,1.93866,0.60502,0.4141,0.45553,0.27222,2.62966,1.79855,1.94594,0.001684,0.001684,0.001684
170,34916,2.72637,1.65723,1.9398,0.58933,0.41948,0.45572,0.27244,2.62962,1.79918,1.94583,0.0016345,0.0016345,0.0016345
171,35120.6,2.73613,1.65837,1.93657,0.59249,0.41919,0.4561,0.27236,2.62908,1.79937,1.9456,0.001585,0.001585,0.001585
172,35325.9,2.72936,1.6535,1.93813,0.59817,0.41779,0.45688,0.27239,2.62952,1.79975,1.94575,0.0015355,0.0015355,0.0015355
173,35531.1,2.71745,1.64324,1.93274,0.60078,0.41404,0.45692,0.27269,2.62877,1.80025,1.94546,0.001486,0.001486,0.001486
174,35736.1,2.71814,1.64397,1.93374,0.60508,0.41166,0.45737,0.27309,2.62872,1.80057,1.94528,0.0014365,0.0014365,0.0014365
175,35941,2.71877,1.64476,1.93563,0.6054,0.41133,0.4576,0.27329,2.62839,1.80086,1.94517,0.001387,0.001387,0.001387
176,36146.1,2.7166,1.64653,1.93251,0.61008,0.4114,0.45838,0.27351,2.62771,1.8008,1.94508,0.0013375,0.0013375,0.0013375
177,36350.8,2.7122,1.6424,1.93344,0.61381,0.41001,0.4577,0.27384,2.62729,1.80072,1.9449,0.001288,0.001288,0.001288
178,36556.3,2.71575,1.64134,1.931,0.61441,0.40892,0.45879,0.27417,2.62727,1.80025,1.94471,0.0012385,0.0012385,0.0012385
179,36761.7,2.7021,1.63666,1.92988,0.61614,0.40781,0.45971,0.27412,2.62681,1.80054,1.94466,0.001189,0.001189,0.001189
180,36967,2.71382,1.63761,1.93228,0.61897,0.40742,0.45909,0.27385,2.62708,1.80056,1.94445,0.0011395,0.0011395,0.0011395
181,37172.1,2.70554,1.62659,1.92591,0.61963,0.40762,0.45985,0.27423,2.62723,1.80024,1.94431,0.00109,0.00109,0.00109
182,37377.2,2.69938,1.62446,1.92688,0.61715,0.40779,0.45949,0.27441,2.6273,1.80065,1.94426,0.0010405,0.0010405,0.0010405
183,37581.9,2.70258,1.6301,1.92634,0.61931,0.40694,0.45946,0.27416,2.62685,1.8015,1.94393,0.000991,0.000991,0.000991
184,37786.4,2.68972,1.62484,1.92843,0.61989,0.4061,0.45987,0.27439,2.6265,1.80104,1.94387,0.0009415,0.0009415,0.0009415
